Date,Daily_PnL,Avg_Trade_PnL,Trade_Count,Sentiment,Volume,Sentiment_MA_7,Sentiment_MA_30,Signal
2023-05-01,0.0,0.0,3,63.0,477.0,,,0
2023-12-05,0.0,0.0,9,75.0,50005.83,,,0
2023-12-14,-205.43473700000007,-18.675885181818188,11,72.0,113203.35,,,0
2023-12-15,-24.632033999999997,-12.316016999999999,2,70.0,10609.95,,,0
2023-12-16,0.0,0.0,3,67.0,15348.77,,,0
2023-12-17,304.982785,21.78448464285714,14,73.0,116278.02,,,0
2023-12-18,0.0,0.0,2,65.0,31164.179999999997,69.28571428571429,,0
2023-12-19,1000.5386120000001,66.70257413333334,15,73.0,91602.41,70.71428571428571,,0
2023-12-20,162.732282,9.040682333333333,18,74.0,141636.79,70.57142857142857,,0
2023-12-21,537.211402,10.963498000000001,49,70.0,125233.97,70.28571428571429,,0
2023-12-22,141.832675,14.1832675,10,74.0,88874.28,70.85714285714286,,0
2023-12-23,146.936704,11.302823384615383,13,70.0,78438.25,71.28571428571429,,0
2023-12-24,1008.619956,25.862050153846155,39,71.0,402954.94,71.0,,0
2023-12-25,-245.081348,-81.69378266666666,3,73.0,59948.51,72.14285714285714,,0
2023-12-27,-704.8892269999999,-25.174615249999995,28,73.0,171411.06,72.14285714285714,,0
2023-12-28,-970.730876,-42.20569026086957,23,73.0,100117.25,72.0,,0
2023-12-29,508.92214299999995,10.178442859999999,50,65.0,569559.72,71.28571428571429,,0
2023-12-30,354.998648,6.826897076923077,52,68.0,702550.21,70.42857142857143,,0
2024-01-01,-129.53146,-7.196192222222223,18,65.0,264239.52999999997,69.71428571428571,,0
2024-01-02,783.979116,46.11641858823529,17,71.0,121348.74,69.71428571428571,,0
2024-01-03,866.015507,12.925604582089552,67,70.0,394499.36,69.28571428571429,,0
2024-01-04,-67.60364,-13.520728,5,68.0,99792.54000000001,68.57142857142857,,0
2024-01-05,164.141565,2.486993409090909,66,72.0,1703942.66,68.42857142857143,,0
2024-01-06,135.58166400000002,6.16280290909091,22,70.0,298521.4,69.14285714285714,,0
2024-01-07,-835.681235,-8.615270463917525,97,71.0,1048850.06,69.57142857142857,,0
2024-01-08,-269.874439,-2.1083940546875,128,71.0,1522452.43,70.42857142857143,,0
2024-01-09,-826.349863,-11.804998042857143,70,76.0,870051.97,71.14285714285714,,0
2024-01-10,-1517.091342,-7.860576901554404,193,73.0,2057479.48,71.57142857142857,,0
2024-01-11,-164.08950099999998,-7.813785761904761,21,76.0,305314.1,72.71428571428571,,0
2024-01-12,-1925.519024,-275.0741462857143,7,71.0,200082.27,72.57142857142857,70.76666666666667,0
2024-01-15,152.85358,10.918112857142857,14,52.0,50636.1,70.0,70.4,0
2024-01-16,-2299.171458,-255.4634953333333,9,64.0,116427.33,69.0,70.03333333333333,0
2024-01-17,813.2741110000001,15.344794547169812,53,60.0,800831.03,67.42857142857143,69.63333333333334,0
2024-01-18,68.93319,1.4985476086956522,46,63.0,424631.52999999997,65.57142857142857,69.4,0
2024-01-19,-385.419235,-8.029567395833334,48,51.0,428428.97,62.42857142857143,68.86666666666666,0
2024-01-20,-146.57487000000003,-1.3827817924528305,106,52.0,1070090.51,59.0,68.16666666666667,0
2024-01-21,266.58114600000005,24.234649636363642,11,56.0,103129.74,56.857142857142854,67.86666666666666,0
2024-01-22,1375.640959,16.18401128235294,85,55.0,337878.99,57.285714285714285,67.26666666666667,0
2024-01-23,-369.2447299999998,-8.20543844444444,45,50.0,414518.93000000005,55.285714285714285,66.46666666666667,0
2024-01-24,-2808.353815,-41.29932080882353,68,48.0,965084.59,53.57142857142857,65.73333333333333,0
2024-01-25,-3093.6293849999997,-515.6048975,6,52.0,66566.13,52.0,65.0,0
2024-01-26,90.2,18.04,5,49.0,11773.21,51.714285714285715,64.3,0
2024-01-28,-2478.06972,-225.27906545454545,11,54.0,18109.03,52.0,63.733333333333334,0
2024-01-29,486.562542,6.5751694864864865,74,55.0,414208.18,51.857142857142854,63.13333333333333,0
2024-01-30,-173.65419100000003,-3.5439630816326537,49,61.0,401011.38,52.714285714285715,62.733333333333334,0
2024-01-31,-799.840817,-0.93113017112922,859,60.0,6305647.13,54.142857142857146,62.3,0
2024-02-01,0.0,0.0,6,63.0,2008.18,56.285714285714285,62.233333333333334,0
2024-02-02,456.423473,10.867225547619048,42,63.0,474278.43,57.857142857142854,62.06666666666667,0
2024-02-03,223.30918699999998,3.9876640535714283,56,60.0,603820.0,59.42857142857143,61.9,0
2024-02-04,47.62389499999999,1.360682714285714,35,60.0,203187.53,60.285714285714285,61.53333333333333,0
2024-02-05,-33.45419400000003,-0.4646415833333337,72,60.0,770198.26,61.0,61.2,0
2024-02-06,-215.615907,-0.19817638511029412,1088,64.0,8047153.41,61.42857142857143,61.06666666666667,0
2024-02-07,241.24212,16.082808,15,62.0,6758.73,61.714285714285715,60.733333333333334,0
2024-02-08,770.756024,77.07560240000001,10,66.0,26051.12,62.142857142857146,60.6,0
2024-02-11,983.443176,28.924799294117648,34,71.0,212311.82,63.285714285714285,60.6,0
2024-02-12,913.8817869999998,57.11761168749999,16,70.0,227247.69999999998,64.71428571428571,60.56666666666667,0
2024-02-13,559.44389,39.960277857142856,14,79.0,1999.99,67.42857142857143,60.666666666666664,-1
2024-02-14,3830.599833,34.509908405405405,111,74.0,320839.88,69.42857142857143,60.7,0
2024-02-15,1840.797677,29.219010746031746,63,72.0,185188.04,70.57142857142857,60.56666666666667,0
2024-02-16,5491.768834,30.174554032967034,182,72.0,564896.51,72.0,60.6,0
2024-02-17,1929.6418,20.52810425531915,94,76.0,406118.07,73.42857142857143,61.4,-1
2024-02-18,477.6248299999999,4.923967319587628,97,72.0,157048.17,73.57142857142857,61.666666666666664,0
2024-02-19,4317.768563,42.750183792079206,101,75.0,286377.2,74.28571428571429,62.166666666666664,-1
2024-02-20,3263.628824,83.68279035897436,39,72.0,119419.72,73.28571428571429,62.46666666666667,0
2024-02-21,1858.7985700000002,84.49084409090909,22,78.0,108047.51999999999,73.85714285714286,63.36666666666667,-1
2024-02-22,3894.1050699999996,44.25119397727272,88,74.0,373033.87,74.14285714285714,64.1,0
2024-02-23,1418.55293,9.91995055944056,143,76.0,111106.14,74.71428571428571,64.76666666666667,-1
2024-02-25,-30.7705,-6.1541,5,74.0,4480.13,74.42857142857143,65.4,0
2024-02-26,4416.8473,113.25249487179488,39,72.0,192187.14,74.42857142857143,66.13333333333334,0
2024-02-27,888.511733,14.103360841269842,63,79.0,209362.3,75.0,67.16666666666667,-1
2024-02-28,2503.747235,55.63882744444444,45,82.0,171107.13,76.42857142857143,68.16666666666667,-1
2024-02-29,9813.996992,84.60342234482759,116,80.0,395666.73,76.71428571428571,69.2,-1
2024-03-01,8244.241409,60.176944591240876,137,80.0,472974.7,77.57142857142857,70.06666666666666,-1
2024-03-02,230.90060000000005,7.448406451612905,31,80.0,63197.56,78.14285714285714,70.9,-1
2024-03-03,8361.086245,105.83653474683545,79,83.0,390745.68,79.42857142857143,71.63333333333334,-1
2024-03-04,27799.775742,92.66591914,300,82.0,1577996.87,80.85714285714286,72.36666666666666,-1
2024-03-05,19791.026041,109.95014467222222,180,90.0,841810.32,82.42857142857143,73.26666666666667,-1
2024-03-06,6814.825139,83.10762364634145,82,75.0,327218.02,81.42857142857143,73.66666666666667,-1
2024-03-08,4271.886236,63.7594960597015,67,81.0,183583.18,81.57142857142857,74.36666666666666,-1
2024-03-09,9949.501624,85.03847541880343,117,84.0,658178.75,82.14285714285714,75.16666666666667,-1
2024-03-10,2482.9272,59.117314285714286,42,79.0,219973.85,82.0,75.8,-1
2024-03-11,3588.179495,85.43284511904761,42,82.0,176519.44999999998,81.85714285714286,76.4,-1
2024-03-12,3039.166,379.89575,8,81.0,103040.85,81.71428571428571,77.03333333333333,-1
2024-03-13,0.0,0.0,7,81.0,6000.799999999999,80.42857142857143,77.53333333333333,-1
2024-03-14,3465.865832,192.5481017777778,18,88.0,205933.18,82.28571428571429,78.1,-1
2024-03-15,6236.513651,100.58892985483871,62,83.0,351894.41,82.57142857142857,78.53333333333333,-1
2024-03-16,228.57984,28.57248,8,81.0,37223.66,82.14285714285714,78.6,-1
2024-03-17,503.293955,21.882345869565217,23,79.0,99506.95,82.14285714285714,78.76666666666667,-1
2024-03-18,1456.9577,76.68198421052631,19,77.0,90458.08,81.42857142857143,78.93333333333334,-1
2024-03-19,668.797973,27.86658220833333,24,79.0,219884.84,81.14285714285714,79.16666666666667,-1
2024-03-20,6423.134599,93.08890723188406,69,74.0,215705.85,80.14285714285714,79.1,0
2024-03-21,2335.5080749999997,83.41100267857142,28,78.0,117895.57,78.71428571428571,79.3,0
2024-03-24,1297.018477,68.26413036842105,19,74.0,92592.20999999999,77.42857142857143,79.26666666666667,0
2024-03-25,1302.916428,186.13091828571427,7,75.0,57116.32,76.57142857142857,79.36666666666666,0
2024-03-26,3215.906593,27.253445703389833,118,81.0,198565.19,76.85714285714286,79.46666666666667,0
2024-03-27,150.41114,3.9581878947368416,38,83.0,99864.79,77.71428571428571,79.76666666666667,0
2024-03-28,227.85100799999998,17.527000615384615,13,80.0,35323.72,77.85714285714286,79.9,0
2024-03-29,883.097404,58.873160266666666,15,79.0,86914.37,78.57142857142857,80.06666666666666,0
2024-03-30,1100.57514,24.45722533333333,45,75.0,101103.92,78.14285714285714,80.16666666666667,0
2024-03-31,912.786145,70.21431884615384,13,75.0,39912.96,78.28571428571429,80.03333333333333,0
2024-04-01,2507.963406,32.57095332467532,77,79.0,339470.47,78.85714285714286,79.93333333333334,0
2024-04-02,883.760812,21.555141756097562,41,79.0,239664.50999999998,78.57142857142857,79.9,0
2024-04-03,126.7884,31.6971,4,71.0,16887.57,76.85714285714286,79.6,0
2024-04-04,0.0,0.0,32,70.0,95987.73,75.42857142857143,79.26666666666667,0
2024-04-05,10706.484306,107.06484306,100,79.0,503791.8,75.42857142857143,79.13333333333334,0
2024-04-06,236.33513399999998,14.770945874999999,16,75.0,68223.67,75.42857142857143,78.9,0
2024-04-07,0.0,0.0,23,78.0,49988.14,75.85714285714286,78.5,0
2024-04-08,1218.4267,40.614223333333335,30,76.0,211940.64,75.42857142857143,78.53333333333333,0
2024-04-09,0.0,0.0,3,80.0,57063.840000000004,75.57142857142857,78.5,0
2024-04-10,5207.443414,127.01081497560976,41,78.0,351735.97,76.57142857142857,78.3,0
2024-04-11,389.743164,24.35894775,16,76.0,76400.96,77.42857142857143,78.2,0
2024-04-12,-592.6458390000001,-4.594153790697676,129,79.0,442088.59,77.42857142857143,78.1,0
2024-04-13,6621.451755,74.3983343258427,89,72.0,486411.25,77.0,77.8,0
2024-04-14,-36104.012520000004,-337.4206777570094,107,72.0,659162.17,76.14285714285714,77.5,0
2024-04-15,3774.08872,92.05094439024391,41,74.0,291111.19,75.85714285714286,77.03333333333333,0
2024-04-16,2467.702221,52.504302574468085,47,65.0,181907.17,73.71428571428571,76.43333333333334,0
2024-04-17,2441.4683999999997,174.39059999999998,14,67.0,97562.99,72.14285714285714,75.96666666666667,0
2024-04-19,1946.4454620000001,55.61272748571429,35,66.0,337257.92000000004,70.71428571428571,75.53333333333333,0
2024-04-20,0.0,0.0,22,66.0,60733.24,68.85714285714286,75.16666666666667,0
2024-04-22,0.0,0.0,9,73.0,47993.61,69.0,74.96666666666667,0
2024-04-23,1119.536196,16.962669636363636,66,71.0,233054.9,68.85714285714286,74.86666666666666,0
2024-04-24,279.185907,13.95929535,20,72.0,141275.24,68.57142857142857,74.66666666666667,0
2024-04-25,0.0,0.0,74,72.0,120241.01,69.57142857142857,74.6,0
2024-04-26,0.0,0.0,3,70.0,4988.290000000001,70.0,74.43333333333334,0
2024-04-27,4281.488139,158.57363477777778,27,67.0,154264.47,70.14285714285714,73.96666666666667,0
2024-04-28,0.0,0.0,58,65.0,43985.6,70.0,73.36666666666666,0
2024-04-29,526.9338359999999,11.709640799999999,45,67.0,108699.01,69.14285714285714,72.93333333333334,0
2024-04-30,0.0,0.0,24,67.0,125018.75,68.57142857142857,72.53333333333333,0
2024-05-01,0.0,0.0,14,54.0,87025.45,66.0,71.83333333333333,0
2024-05-03,5306.017045,147.3893623611111,36,48.0,282682.64999999997,62.57142857142857,70.93333333333334,0
2024-05-04,0.0,0.0,9,67.0,58998.75,62.142857142857146,70.53333333333333,0
2024-05-05,0.916,0.15266666666666667,6,69.0,24068.350000000002,62.42857142857143,70.2,0
2024-05-06,968.59038,107.62115333333333,9,71.0,206016.43,63.285714285714285,70.2,0
2024-05-07,883.537693,49.08542738888889,18,68.0,108717.58,63.42857142857143,70.13333333333334,0
2024-05-08,1.56576,0.12044307692307693,13,64.0,65973.57,63.0,69.63333333333334,0
2024-05-09,1147.595856,40.985566285714285,28,55.0,221966.12,63.142857142857146,68.96666666666667,0
2024-05-10,2101.741695,95.53371340909092,22,66.0,156882.0,65.71428571428571,68.56666666666666,0
2024-05-11,251.604742,27.956082444444444,9,53.0,63248.95,63.714285714285715,67.8,0
2024-05-12,0.0,0.0,23,56.0,55179.56,61.857142857142854,67.0,0
2024-05-13,2136.853859,76.31620925,28,57.0,193118.9,59.857142857142854,66.3,0
2024-05-14,1150.5233050000002,50.02275239130436,23,66.0,145853.4,59.57142857142857,65.96666666666667,0
2024-05-15,948.970582,26.360293944444447,36,64.0,234922.57,59.57142857142857,65.46666666666667,0
2024-05-16,214.5898,7.94777037037037,27,70.0,162620.96,61.714285714285715,65.4,0
2024-05-18,3522.3946610000003,140.89578644000002,25,73.0,126303.14,62.714285714285715,65.43333333333334,0
2024-05-19,0.0,0.0,8,72.0,29998.09,65.42857142857143,65.36666666666666,0
2024-05-20,-74.818442,-7.4818442,10,70.0,38124.75,67.42857142857143,65.53333333333333,0
2024-05-21,7289.397571999999,58.31518057599999,125,76.0,1100948.59,70.14285714285714,65.83333333333333,-1
2024-05-22,0.0,0.0,6,76.0,44995.29,71.57142857142857,66.16666666666667,-1
2024-05-23,413.347329,1.2718379353846154,325,76.0,401850.6,73.28571428571429,66.5,-1
2024-05-24,821.949278,410.974639,2,74.0,50811.899999999994,73.85714285714286,66.53333333333333,0
2024-05-25,14.126038999999999,0.8828774374999999,16,76.0,29991.129999999997,74.28571428571429,66.7,-1
2024-05-26,778.6839,48.66774375,16,75.0,53976.67,74.71428571428571,66.8,-1
2024-05-27,1129.35587,4.499425776892431,251,74.0,151115.72,75.28571428571429,66.86666666666666,0
2024-05-29,277.791953,1.6938533719512194,164,72.0,84268.76,74.71428571428571,66.93333333333334,0
2024-05-30,20.951433,2.9930618571428576,7,73.0,2838.09,74.28571428571429,67.13333333333334,0
2024-05-31,25.35812,1.9506246153846154,13,73.0,3636.14,73.85714285714286,67.4,0
2024-06-01,91.510419,3.66041676,25,72.0,12834.62,73.57142857142857,67.56666666666666,0
2024-06-02,192.906947,2.074268247311828,93,73.0,29464.51,73.14285714285714,67.76666666666667,0
2024-06-03,562.808208,8.040117257142859,70,73.0,21466.86,72.85714285714286,68.4,0
2024-06-04,52.211438,0.9851214716981133,53,73.0,24243.41,72.71428571428571,69.23333333333333,0
2024-06-05,56.055506,1.038064925925926,54,75.0,25350.77,73.14285714285714,69.5,-1
2024-06-06,274.173187,1.1716802863247862,234,78.0,137557.76,73.85714285714286,69.8,-1
2024-06-07,8902.467416,20.23288049090909,440,77.0,1098588.76,74.42857142857143,70.0,-1
2024-06-08,129.13883900000002,4.453063413793104,29,72.0,97351.88,74.42857142857143,70.13333333333334,0
2024-06-09,0.0,0.0,17,75.0,22410.22,74.71428571428571,70.5,-1
2024-06-10,31.266804999999998,0.589939716981132,53,72.0,46587.93,74.57142857142857,71.06666666666666,0
2024-06-11,4320.631811,35.12708789430894,123,74.0,373279.92,74.71428571428571,71.33333333333333,0
2024-06-12,-21886.531493,-86.16744682283463,254,72.0,193407.96,74.28571428571429,71.96666666666667,0
2024-06-13,6632.757115,83.95895082278481,79,70.0,132577.22,73.14285714285714,72.43333333333334,0
2024-06-14,10258.592609,330.9223422258064,31,74.0,139868.66,72.71428571428571,73.0,0
2024-06-15,3369.958346,43.20459417948718,78,74.0,718350.25,73.0,73.26666666666667,0
2024-06-16,0.0,0.0,11,71.0,25235.079999999998,72.42857142857143,73.5,0
2024-06-17,10599.502375,278.9342730263158,38,71.0,368380.12,72.28571428571429,73.53333333333333,0
2024-06-18,282.57636,11.3030544,25,74.0,263314.79,72.28571428571429,73.56666666666666,0
2024-06-19,4887.656944,80.12552367213115,61,64.0,417071.12,71.14285714285714,73.3,0
2024-06-20,57478.456026,1473.8065647692308,39,60.0,207990.8,69.71428571428571,72.96666666666667,0
2024-06-21,773.5582039999999,9.66947755,80,63.0,176264.49,68.14285714285714,72.53333333333333,0
2024-06-22,756.876565,31.536523541666668,24,53.0,169594.27000000002,65.14285714285714,71.76666666666667,0
2024-06-23,0.0,0.0,5,55.0,1792.12,62.857142857142854,71.06666666666666,0
2024-06-24,0.0,0.0,31,51.0,403002.8,60.0,70.3,0
2024-06-25,4869.353105,99.3745531632653,49,30.0,103099.08,53.714285714285715,68.76666666666667,0
