Date,Daily_PnL,Avg_Trade_PnL,Trade_Count,Sentiment,Volume,Sentiment_MA_7,Sentiment_MA_30,Signal
2024-06-26,4197.732182,58.30183586111111,72,46.0,365190.66000000003,51.142857142857146,67.8,0
2024-06-27,0.0,0.0,30,40.0,130486.95,48.285714285714285,66.66666666666667,0
2024-06-29,6150.326145,82.0043486,75,30.0,280095.11,43.57142857142857,65.26666666666667,0
2024-06-30,0.0,0.0,14,47.0,30520.69,42.714285714285715,64.4,0
2024-07-01,5065.839308,79.1537391875,64,53.0,362670.14999999997,42.42857142857143,63.733333333333334,0
2024-07-02,2421.253116,134.514062,18,51.0,33347.47,42.42857142857143,63.03333333333333,0
2024-07-03,1118.387284,62.132626888888886,18,50.0,179600.66,45.285714285714285,62.266666666666666,0
2024-07-04,0.0,0.0,25,44.0,430568.01,45.0,61.3,0
2024-07-05,0.0,0.0,32,29.0,272289.89,43.42857142857143,59.833333333333336,0
2024-07-06,108.87217799999999,4.53634075,24,26.0,2490.17,42.857142857142854,58.2,0
2024-07-07,61.428942,6.1428942,10,29.0,498.75,40.285714285714285,56.56666666666667,0
2024-07-08,0.0,0.0,1,28.0,497.64,36.714285714285715,54.93333333333333,0
2024-07-09,648.984412,43.265627466666665,15,27.0,2736.45,33.285714285714285,53.43333333333333,0
2024-07-10,11977.734907,213.88812333928573,56,28.0,687900.21,30.142857142857142,51.86666666666667,0
2024-07-11,1876.812082,98.77958326315789,19,29.0,169887.02,28.0,50.43333333333333,0
2024-07-12,1412.314654,74.33235021052631,19,25.0,89582.97,27.428571428571427,48.8,1
2024-07-13,2913.617837,171.38928452941175,17,25.0,139189.19,27.285714285714285,47.233333333333334,1
2024-07-14,0.0,0.0,7,33.0,84001.13,27.857142857142858,46.0,0
2024-07-15,-1.0,-0.038461538461538464,26,52.0,198344.85,31.285714285714285,45.266666666666666,0
2024-07-16,0.0,0.0,22,65.0,144000.57,36.714285714285715,44.96666666666667,0
2024-07-17,1859.269477,5.297064037037037,351,69.0,626005.53,42.57142857142857,44.9,0
2024-07-18,3803.884311,63.398071849999994,60,61.0,649704.85,47.142857142857146,44.56666666666667,0
2024-07-19,2155.891114,93.73439626086956,23,60.0,150269.42,52.142857142857146,44.1,0
2024-07-20,2299.169566,8.643494609022557,266,74.0,244362.21,59.142857142857146,44.43333333333333,0
2024-07-21,-2960.716887,-6.608743051339286,448,74.0,234307.46,65.0,44.9,0
2024-07-22,1517.119876,9.851427766233765,154,70.0,304213.8,67.57142857142857,45.13333333333333,0
2024-07-23,89890.302206,242.9467627189189,370,71.0,358526.54,68.42857142857143,45.733333333333334,0
2024-07-24,625.561479,6.9506831,90,69.0,69207.93,68.42857142857143,46.2,0
2024-07-25,916.7382600000001,11.753054615384617,78,68.0,528555.31,69.42857142857143,46.766666666666666,0
2024-07-26,2766.513113,18.200744164473683,152,68.0,548587.65,70.57142857142857,48.03333333333333,0
2024-07-27,6400.623656,112.2916430877193,57,72.0,905199.75,70.28571428571429,48.9,0
2024-07-28,587.29903,36.706189375,16,71.0,43254.68,69.85714285714286,49.93333333333333,0
2024-07-29,330.80445399999996,8.482165487179486,39,74.0,327199.14,70.42857142857143,51.4,0
2024-07-30,0.0,0.0,6,67.0,36006.47,69.85714285714286,52.06666666666667,0
2024-07-31,765.690884,17.806764744186047,43,61.0,84506.54,68.71428571428571,52.333333333333336,0
2024-08-01,167.080017,2.9312283684210527,57,52.0,227774.53,66.42857142857143,52.36666666666667,0
2024-08-02,782.3681909999999,12.418542714285714,63,57.0,396320.37,64.85714285714286,52.6,0
2024-08-03,464.1897,12.545667567567568,37,37.0,290532.86,59.857142857142854,52.36666666666667,0
2024-08-04,-122672.000883,-965.9212667952756,127,34.0,1207744.07,54.57142857142857,52.53333333333333,0
2024-08-05,-13013.665169,-162.6708146125,80,26.0,420495.4,47.714285714285715,52.53333333333333,0
2024-08-06,267.318048,2.4982995140186914,107,17.0,61478.38,40.57142857142857,52.13333333333333,1
2024-08-07,188.789255,5.720886515151515,33,29.0,2492.77,36.0,52.166666666666664,0
2024-08-08,-40.712216999999995,-4.5235796666666666,9,20.0,16299.35,31.428571428571427,51.93333333333333,1
2024-08-09,18082.071276,125.56993941666666,144,48.0,503204.86,30.142857142857142,52.6,0
2024-08-10,0.0,0.0,88,40.0,11339.29,30.571428571428573,52.96666666666667,0
2024-08-11,847.7766200000001,35.32402583333334,24,39.0,44230.21,31.285714285714285,53.43333333333333,0
2024-08-12,858.6705000000001,17.88896875,48,25.0,54167.32,31.142857142857142,53.43333333333333,1
2024-08-13,212.08102,9.220913913043479,23,31.0,20797.87,33.142857142857146,53.36666666666667,0
2024-08-14,2168.9015130000003,86.75606052,25,30.0,66710.03,33.285714285714285,52.63333333333333,0
2024-08-15,0.0,0.0,12,29.0,1522.3700000000001,34.57142857142857,51.43333333333333,0
2024-08-16,825.230544,23.578015542857145,35,27.0,166382.84,31.571428571428573,50.03333333333333,0
2024-08-17,-288.283113,-9.609437100000001,30,25.0,30248.96,29.428571428571427,48.833333333333336,1
2024-08-18,307.201888,20.480125866666665,15,31.0,62804.48,28.285714285714285,47.86666666666667,0
2024-08-19,339.69958299999996,42.462447874999995,8,28.0,100315.03,28.714285714285715,46.333333333333336,0
2024-08-20,192.602844,16.050237,12,30.0,49914.8,28.571428571428573,44.86666666666667,0
2024-08-21,656.200925,4.525523620689655,145,26.0,104990.41,28.0,43.4,0
2024-08-23,1005.30527,100.53052699999999,10,34.0,63509.56,28.714285714285715,42.166666666666664,0
2024-08-24,0.0,0.0,7,56.0,34999.67,32.857142857142854,41.733333333333334,0
2024-08-25,0.0,0.0,17,54.0,21950.28,37.0,41.266666666666666,0
2024-08-26,231.236918,38.539486333333336,6,55.0,92611.27,40.42857142857143,40.833333333333336,0
2024-08-27,0.0,0.0,50,48.0,70250.16,43.285714285714285,40.03333333333333,0
2024-08-28,1333.359645,148.15107166666667,9,30.0,71160.06999999999,43.285714285714285,38.666666666666664,0
2024-08-29,0.0,0.0,1,29.0,9995.85,43.714285714285715,37.166666666666664,0
2024-08-30,256.464,42.744,6,34.0,37233.24,43.714285714285715,36.06666666666667,0
2024-08-31,10.882801,0.3200823823529412,34,29.0,107507.43000000001,39.857142857142854,35.0,0
2024-09-01,137.433093,11.452757750000002,12,26.0,12359.68,35.857142857142854,34.13333333333333,0
2024-09-02,0.0,0.0,2,26.0,30000.42,31.714285714285715,33.1,0
2024-09-04,1065.785132,31.346621529411763,34,27.0,131480.97,28.714285714285715,32.766666666666666,0
2024-09-05,0.0,0.0,1,29.0,0.84,28.571428571428573,32.6,0
2024-09-06,-1104.856765,-26.306113452380952,42,22.0,39047.1,27.571428571428573,32.46666666666667,1
2024-09-08,0.0,0.0,1,29.0,0.11,26.857142857142858,32.86666666666667,0
2024-09-09,0.0,0.0,2,26.0,4014.4300000000003,26.428571428571427,32.766666666666666,0
2024-09-10,-219.729659,-73.24321966666666,3,33.0,2547.28,27.428571428571427,33.2,0
2024-09-11,0.0,0.0,1,37.0,0.54,29.0,32.833333333333336,0
2024-09-14,0.0,0.0,11,50.0,1014.8000000000001,32.285714285714285,33.166666666666664,0
2024-09-18,-878.684794,-6.059895131034483,145,45.0,13633.5,34.57142857142857,33.36666666666667,0
2024-09-19,0.0,0.0,19,49.0,1521.8700000000001,38.42857142857143,34.166666666666664,0
2024-09-20,9585.03428,599.0646425,16,54.0,332873.38,42.0,34.93333333333333,0
2024-09-21,36165.56933,1572.416057826087,23,54.0,165648.12,46.0,35.733333333333334,0
2024-09-22,0.0,0.0,3,52.0,19999.739999999998,48.714285714285715,36.5,0
2024-09-23,334.760796,167.380398,2,50.0,40334.29,50.57142857142857,37.266666666666666,0
2024-09-24,0.0,0.0,10,54.0,7118.63,51.142857142857146,38.233333333333334,0
2024-09-25,0.0,0.0,9,59.0,52754.130000000005,53.142857142857146,39.166666666666664,0
2024-09-26,439.812513,54.976564125,8,50.0,113711.93000000001,53.285714285714285,39.9,0
2024-09-27,0.0,0.0,56,61.0,126097.04,54.285714285714285,40.93333333333333,0
2024-09-28,0.0,0.0,4,64.0,29199.21,55.714285714285715,42.2,0
2024-09-30,2710.626288,25.571946113207545,106,61.0,214669.85,57.0,43.1,0
2024-10-01,0.0,0.0,4,50.0,139954.32,57.0,42.9,0
2024-10-02,0.0,0.0,4,42.0,99954.34,55.285714285714285,42.5,0
2024-10-03,100.375782,11.152864666666666,9,37.0,132935.69,52.142857142857146,41.9,0
2024-10-04,0.0,0.0,1,41.0,0.34,50.857142857142854,41.666666666666664,0
2024-10-05,5767.161892,155.86924032432432,37,49.0,605605.74,49.142857142857146,42.3,0
2024-10-06,130.487079,5.9312308636363635,22,50.0,300130.56,47.142857142857146,43.0,0
2024-10-07,0.0,0.0,21,50.0,219984.65,45.57142857142857,43.53333333333333,0
2024-10-08,5396.546638,149.90407327777777,36,49.0,434584.13,45.42857142857143,44.2,0
2024-10-09,396.06272,28.290194285714286,14,49.0,220399.93,46.42857142857143,44.96666666666667,0
2024-10-10,0.0,0.0,16,39.0,300024.33999999997,46.714285714285715,45.4,0
2024-10-11,8885.327477,341.74336450000004,26,32.0,488904.19,45.42857142857143,45.56666666666667,0
2024-10-12,541.55471,54.155471,10,49.0,159713.4,45.42857142857143,46.233333333333334,0
2024-10-13,0.0,0.0,10,50.0,60002.42,45.42857142857143,47.166666666666664,0
2024-10-14,1913.61958,382.72391600000003,5,48.0,61916.020000000004,45.142857142857146,47.8,0
2024-10-15,1170.2260760000001,167.17515371428573,7,65.0,81173.36,47.42857142857143,49.1,0
2024-10-16,219.480876,19.95280690909091,11,73.0,80229.17,50.857142857142854,50.43333333333333,0
2024-10-17,36.11496,4.0127733333333335,9,71.0,140531.75,55.42857142857143,51.56666666666667,0
2024-10-18,333.219141,55.536523499999994,6,73.0,120331.43000000001,61.285714285714285,52.333333333333336,0
2024-10-19,0.0,0.0,4,72.0,99996.86,64.57142857142857,53.233333333333334,0
2024-10-20,389.155797,4.05370621875,96,73.0,176447.86000000002,67.85714285714286,54.03333333333333,0
2024-10-21,2464.915564,14.248066843930635,173,72.0,324117.99,71.28571428571429,54.63333333333333,0
2024-10-22,0.0,0.0,3,70.0,60000.36,72.0,55.166666666666664,0
2024-10-23,-46.489941,-2.5827745,18,71.0,210006.07,71.71428571428571,55.8,0
2024-10-25,13235.862071,441.19540236666666,30,72.0,427883.18,71.85714285714286,56.53333333333333,0
2024-10-27,666.6623079999999,166.66557699999998,4,74.0,90664.41,72.0,57.2,0
2024-10-28,167.28016200000002,12.867704769230771,13,72.0,121495.25,72.0,57.63333333333333,0
2024-10-29,801.170876,15.11643162264151,53,72.0,613267.8099999999,71.85714285714286,58.36666666666667,0
